"scenario_id","A_RMSE","B_RMSE","C_RMSE","D_RMSE","A_Bias","B_Bias","C_Bias","D_Bias","rep"
1,0.0805825950208206,0.0810957865988417,0.0730798043730468,0.0703319771149294,-0.00357102213278634,-0.00524560457978409,0.0100361172326682,0.00939497373492458,1
1,0.0688205148534233,0.0665875114084544,0.0739140969876186,0.0707741978722993,0.000141747463812545,-1.19409229713027e-06,0.00903928251487194,0.00912266832562144,2
1,0.0877858389190946,0.0690134021815883,0.0777153281517261,0.0885138665085371,-0.00364741836552972,-0.00417472504500599,0.0159328492520691,0.0272322239355488,3
1,0.0762493265655395,0.0745456465022796,0.0755561203499142,0.361957395700631,0.00282511618361474,0.00261363086393871,0.0146537633355021,0.0478387997987415,4
1,0.0765983918583717,0.0746636320922086,0.0721957028414814,0.0684813809173205,-0.00188355868410403,-0.0026015835234927,0.0201337710837866,0.0194711749424182,5
1,0.0692149618660287,0.0669465869260407,0.0768788413955064,0.0731880559475473,-0.00299555727384391,-0.00330051762960366,0.00647962725290896,0.0058423270950572,6
1,0.073631829022866,0.0711763964318365,0.0783407803917317,0.0742934901721435,0.00356845560979664,0.00308875101693018,0.021103631333135,0.0202298212370752,7
1,0.102139951773562,0.101513008201308,0.0963212904153409,0.101513008201308,-0.0090894112590415,-0.00939054222462709,0.00645879894132325,-0.00939054222462709,8
1,0.0924557565016184,0.100844686298891,0.0762556207773139,0.082713300813097,0.00207757961016144,-0.000496140166776834,0.0156559457293894,0.0202770977543234,9
1,0.075288903196769,0.0727396799661204,0.0715608606010828,0.0692758866294583,0.00268934052574363,0.00231109707545181,0.0166817331941382,0.0151101615724562,10
1,0.0711337434262394,0.0686110167575258,0.0621916090883767,0.0595967489735252,0.00255372558610345,0.00205644362546717,0.00140809075732979,0.000916838161083776,11
1,0.0771883515231353,0.0749229517747561,0.0771883515231353,0.0749229517747561,-0.000529988410368525,-0.000704686270742845,-0.000529988410368525,-0.000704686270742845,12
1,0.067813803288746,0.0702000731904278,0.0824337320304547,0.0714874702225611,9.21479534425027e-05,-0.00391634091860578,0.0142086203236801,0.0086699831057394,13
1,0.0667469342013026,0.0641175372775223,0.077958190914003,0.0742971151672395,0.00194285804034321,0.00160426792684846,0.0175885731050032,0.0170436998902927,14
1,0.0724043229123721,0.0706376400263777,0.0736222956092019,0.0703481885176007,-0.00340483604086214,-0.00385729077646355,0.0111297379929034,0.0109434915696366,15
1,0.0669845212529907,0.0649660374749947,0.0746137933928825,0.0770529079070848,0.00243596072822541,0.00202632755065627,0.0165294873724089,0.0263377313617523,16
1,0.0727502497724488,0.0701950896991958,0.0787803304829348,0.0751105924367188,0.00384496800028814,0.00333894564658076,0.0182095565918516,0.0174925132111862,17
1,0.0843226127621455,0.0803902994855255,0.0775986366562796,0.117896350985522,-0.00951204634060942,-0.00909427996594825,0.0163159476102669,0.0290091875187333,18
1,0.0939692192325627,0.080831388343168,0.077788175439776,0.0749560055148132,-0.00570852321722441,-0.00204519942065011,0.0136625965316321,0.013082321140728,19
1,0.0757350404389682,0.0740787394525528,0.0826652440314873,0.0776814468432161,-0.00493625038043386,-0.00562868366895823,0.0241880824367887,0.0234953750853079,20
1,0.0714267498549221,0.0752532015551058,0.0795465964193686,0.066919001266929,0.00421853550086403,-0.00196322926674453,0.0183470919753135,0.0121949373183656,21
1,0.0720428916628033,0.0692647096099687,0.0739987722814025,0.070760986154843,-1.79971342779845e-05,-0.000319063716644479,0.0118513486120687,0.0112671500045935,22
1,0.0717286007841919,0.0700546877080939,0.0788328326729378,0.0760887718697652,0.00118583018926462,0.000719203559449632,0.0144480378024644,0.0139423683031721,23
1,0.0774647400841019,0.0751124828529143,0.0732389857026573,0.0683248084609118,0.00633499468034838,0.00594644770335486,0.0184988692598739,0.0175348166163714,24
